"IO_TYPE","IO_REASON","IO_QTY","LOT_QTY","LOT_FQTY","ITEM_TYPE","ITEM_UNIT_PRICE","STOCK_PREV_QTY","STOCK_AVAIL_QTY","STOCK_RESERVE_QTY","RESERVE_RATE","IO_MONTH","IO_WEEKDAY","RISK_LEVEL"
IN,구매,30000,30000,30000,40,500,506195,385660,120535,23.81,"10","5",LOW
IN,구매,500,500,500,40,2000,6500,4946,1554,23.91,"10","5",LOW
IN,구매,500000,500000,500000,40,2,5983102,5642447,340655,5.69,"10","5",LOW
IN,구매,500000,500000,500000,40,1,5979519,5344231,635288,10.62,"10","5",LOW
IN,생산,50487,50487,0,20,35,229143,194551,34592,15.1,"10","5",WARNING
IN,생산,83037,83037,0,20,60,263480,248999,14481,5.5,"10","5",WARNING
IN,생산,102200,102200,0,20,60,230524,211757,18767,8.14,"10","6",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","3",LOW
IN,생산,89600,89600,0,20,70,226216,187441,38775,17.14,"10","5",WARNING
IN,생산,78575,78575,0,20,80,221564,175756,45808,20.67,"10","6",WARNING
IN,생산,10913,10913,0,20,455,20794,17520,3274,15.74,"10","6",WARNING
IN,생산,13432,13432,0,20,455,21710,17156,4554,20.98,"10","6",WARNING
IN,생산,11776,11776,0,20,525,17850,16105,1745,9.78,"10","6",WARNING
IN,생산,10327,10327,0,20,595,17167,15292,1875,10.92,"10","6",WARNING
IN,생산,10249,10249,0,20,475,450470,374442,76028,16.88,"10","6",LOW
IN,생산,12614,12614,0,20,475,442526,344750,97776,22.09,"10","6",LOW
IN,생산,10901,11059,0,20,545,430346,328042,102304,23.77,"10","6",LOW
IN,생산,9698,9698,0,20,615,440790,367894,72896,16.54,"10","6",LOW
OUT,판매,760,949,189,30,4950,43776,36605,7171,16.38,"10","2",LOW
IN,생산,949,949,189,30,4950,43776,36605,7171,16.38,"10","6",LOW
OUT,판매,993,1168,171,30,4950,41184,32896,8288,20.12,"10","1",LOW
IN,생산,1164,1168,171,30,4950,41184,32896,8288,20.12,"10","6",LOW
OUT,판매,823,1024,201,30,5650,43301,35882,7419,17.13,"10","6",LOW
IN,생산,1024,1024,201,30,5650,43301,35882,7419,17.13,"10","6",LOW
OUT,판매,792,898,106,30,6350,42284,36873,5411,12.8,"10","7",LOW
IN,생산,898,898,106,30,6350,42284,36873,5411,12.8,"10","6",LOW
IN,생산,50487,50487,0,20,35,229143,194551,34592,15.1,"10","6",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","4",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","5",WARNING
IN,생산,83037,83037,0,20,60,263480,248999,14481,5.5,"10","6",WARNING
IN,구매,500000,500000,0,10,6,673811,609813,63998,9.5,"10","4",LOW
IN,생산,102200,102200,0,20,60,230524,211757,18767,8.14,"10","6",WARNING
IN,생산,89600,89600,0,20,70,226216,187441,38775,17.14,"10","6",WARNING
IN,구매,500000,500000,0,10,12,336958,269808,67150,19.93,"10","4",LOW
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","5",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","4",WARNING
IN,생산,78575,78575,0,20,80,221564,175756,45808,20.67,"10","6",WARNING
IN,생산,10913,10913,0,20,455,20794,17520,3274,15.74,"10","6",WARNING
IN,생산,13432,13432,0,20,455,21710,17156,4554,20.98,"10","7",WARNING
IN,생산,11776,11776,0,20,525,17850,16105,1745,9.78,"10","6",WARNING
IN,생산,10327,10327,0,20,595,17167,15292,1875,10.92,"10","6",WARNING
IN,생산,10249,10249,0,20,475,450470,374442,76028,16.88,"10","7",LOW
IN,생산,12614,12614,0,20,475,442526,344750,97776,22.09,"10","7",LOW
IN,생산,11059,11059,0,20,545,430346,328042,102304,23.77,"10","7",LOW
IN,생산,9698,9698,0,20,615,440790,367894,72896,16.54,"10","7",LOW
OUT,판매,832,949,117,30,4950,43776,36605,7171,16.38,"10","3",LOW
IN,생산,949,949,117,30,4950,43776,36605,7171,16.38,"10","7",LOW
OUT,판매,992,1168,176,30,4950,41184,32896,8288,20.12,"10","3",LOW
IN,생산,1168,1168,176,30,4950,41184,32896,8288,20.12,"10","7",LOW
OUT,판매,834,1024,190,30,5650,43301,35882,7419,17.13,"10","1",LOW
IN,생산,1024,1024,190,30,5650,43301,35882,7419,17.13,"10","7",LOW
OUT,판매,790,898,108,30,6350,42284,36873,5411,12.8,"10","5",LOW
IN,생산,898,898,108,30,6350,42284,36873,5411,12.8,"10","7",LOW
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"10","7",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"10","7",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"10","7",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"10","7",WARNING
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"10","2",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"10","2",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"10","2",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"10","2",WARNING
IN,생산,49656,50487,0,20,35,229143,194551,34592,15.1,"10","2",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"10","1",LOW
IN,생산,83037,83037,0,20,60,263480,248999,14481,5.5,"10","2",WARNING
IN,생산,102200,102200,0,20,60,230524,211757,18767,8.14,"10","2",WARNING
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"10","1",LOW
IN,생산,89600,89600,0,20,70,226216,187441,38775,17.14,"10","2",WARNING
IN,생산,78575,78575,0,20,80,221564,175756,45808,20.67,"10","2",WARNING
IN,생산,10913,10913,0,20,455,20794,17520,3274,15.74,"10","3",WARNING
IN,생산,13432,13432,0,20,455,21710,17156,4554,20.98,"10","3",WARNING
IN,생산,11776,11776,0,20,525,17850,16105,1745,9.78,"10","3",WARNING
IN,생산,10327,10327,0,20,595,17167,15292,1875,10.92,"10","3",WARNING
IN,생산,10249,10249,0,20,475,450470,374442,76028,16.88,"10","3",LOW
IN,생산,12614,12614,0,20,475,442526,344750,97776,22.09,"10","3",LOW
IN,생산,10823,11059,0,20,545,430346,328042,102304,23.77,"10","3",LOW
IN,생산,9698,9698,0,20,615,440790,367894,72896,16.54,"10","3",LOW
OUT,판매,823,949,126,30,4950,43776,36605,7171,16.38,"11","1",LOW
IN,생산,949,949,126,30,4950,43776,36605,7171,16.38,"10","3",LOW
OUT,판매,981,1168,187,30,4950,41184,32896,8288,20.12,"10","6",LOW
IN,생산,1168,1168,187,30,4950,41184,32896,8288,20.12,"10","3",LOW
OUT,판매,860,1024,164,30,5650,43301,35882,7419,17.13,"10","5",LOW
IN,생산,1024,1024,164,30,5650,43301,35882,7419,17.13,"10","3",LOW
OUT,판매,788,898,110,30,6350,42284,36873,5411,12.8,"10","6",LOW
IN,생산,898,898,110,30,6350,42284,36873,5411,12.8,"10","3",LOW
IN,생산,50490,50490,0,20,35,229143,194551,34592,15.1,"10","3",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","1",LOW
IN,생산,83040,83040,0,20,60,263480,248999,14481,5.5,"10","3",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","2",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"10","1",LOW
IN,생산,102200,102200,0,20,60,230524,211757,18767,8.14,"10","3",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","2",LOW
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"10","2",LOW
IN,생산,89600,89600,0,20,70,226216,187441,38775,17.14,"10","3",WARNING
IN,생산,78575,78575,0,20,80,221564,175756,45808,20.67,"10","3",WARNING
IN,생산,10916,10916,0,20,455,20794,17520,3274,15.74,"10","4",WARNING
IN,생산,13432,13432,0,20,455,21710,17156,4554,20.98,"10","4",WARNING
IN,생산,11428,11776,0,20,525,17850,16105,1745,9.78,"10","4",WARNING
IN,생산,10083,10327,0,20,595,17167,15292,1875,10.92,"10","3",WARNING
IN,생산,10250,10250,0,20,475,450470,374442,76028,16.88,"10","4",LOW
IN,생산,12616,12616,0,20,475,442526,344750,97776,22.09,"10","4",LOW
IN,생산,11060,11060,0,20,545,430346,328042,102304,23.77,"10","4",LOW
IN,생산,9700,9700,0,20,615,440790,367894,72896,16.54,"10","4",LOW
OUT,판매,777,949,172,30,4950,43776,36605,7171,16.38,"11","3",LOW
IN,생산,949,949,172,30,4950,43776,36605,7171,16.38,"10","4",LOW
OUT,판매,1022,1168,146,30,4950,41184,32896,8288,20.12,"10","4",LOW
IN,생산,1168,1168,146,30,4950,41184,32896,8288,20.12,"10","4",LOW
OUT,판매,897,1024,127,30,5650,43301,35882,7419,17.13,"11","2",LOW
IN,생산,1024,1024,127,30,5650,43301,35882,7419,17.13,"10","4",LOW
OUT,판매,743,898,155,30,6350,42284,36873,5411,12.8,"10","5",LOW
IN,생산,898,898,155,30,6350,42284,36873,5411,12.8,"10","4",LOW
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"10","4",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"10","4",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"10","4",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"10","4",WARNING
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"10","4",LOW
IN,생산,56887,56887,0,20,35,229143,194551,34592,15.1,"10","4",WARNING
IN,생산,95200,95200,0,20,60,263480,248999,14481,5.5,"10","4",WARNING
IN,생산,107712,107712,0,20,60,230524,211757,18767,8.14,"10","4",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","3",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"10","2",LOW
IN,생산,105787,105787,0,20,70,226216,187441,38775,17.14,"10","4",WARNING
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","2",WARNING
IN,생산,89512,89512,0,20,80,221564,175756,45808,20.67,"10","4",WARNING
IN,생산,12243,12512,0,20,455,20794,17520,3274,15.74,"10","4",WARNING
IN,생산,14156,14156,0,20,455,21710,17156,4554,20.98,"10","5",WARNING
IN,생산,13903,13903,0,20,525,17850,16105,1745,9.78,"10","5",WARNING
IN,생산,11764,11764,0,20,595,17167,15292,1875,10.92,"10","5",WARNING
IN,생산,11750,11750,0,20,475,450470,374442,76028,16.88,"10","5",LOW
IN,생산,13294,13294,0,20,475,442526,344750,97776,22.09,"10","5",LOW
IN,생산,13057,13057,0,20,545,430346,328042,102304,23.77,"10","5",LOW
IN,생산,11048,11048,0,20,615,440790,367894,72896,16.54,"10","5",LOW
OUT,판매,929,1088,159,30,4950,43776,36605,7171,16.38,"11","7",LOW
IN,생산,1088,1088,159,30,4950,43776,36605,7171,16.38,"10","5",LOW
OUT,판매,1078,1231,153,30,4950,41184,32896,8288,20.12,"10","6",LOW
IN,생산,1231,1231,153,30,4950,41184,32896,8288,20.12,"10","5",LOW
OUT,판매,1000,1209,209,30,5650,43301,35882,7419,17.13,"11","4",LOW
IN,생산,1209,1209,209,30,5650,43301,35882,7419,17.13,"10","5",LOW
OUT,판매,842,1023,181,30,6350,42284,36873,5411,12.8,"11","2",LOW
IN,생산,1023,1023,181,30,6350,42284,36873,5411,12.8,"10","5",LOW
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"10","3",LOW
IN,생산,56887,56887,0,20,35,229143,194551,34592,15.1,"10","5",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","4",LOW
IN,생산,95200,95200,0,20,60,263480,248999,14481,5.5,"10","5",WARNING
IN,구매,500000,500000,0,10,6,673811,609813,63998,9.5,"10","3",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","3",WARNING
IN,생산,107712,107712,0,20,60,230524,211757,18767,8.14,"10","5",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","4",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"10","4",LOW
IN,생산,105787,105787,0,20,70,226216,187441,38775,17.14,"10","5",WARNING
IN,생산,89512,89512,0,20,80,221564,175756,45808,20.67,"10","5",WARNING
IN,생산,12512,12512,0,20,455,20794,17520,3274,15.74,"10","6",WARNING
IN,생산,14156,14156,0,20,455,21710,17156,4554,20.98,"10","6",WARNING
IN,생산,13903,13903,0,20,525,17850,16105,1745,9.78,"10","6",WARNING
IN,생산,11764,11764,0,20,595,17167,15292,1875,10.92,"10","5",WARNING
IN,생산,11750,11750,0,20,475,450470,374442,76028,16.88,"10","6",LOW
IN,생산,13294,13294,0,20,475,442526,344750,97776,22.09,"10","6",LOW
IN,생산,13057,13057,0,20,545,430346,328042,102304,23.77,"10","6",LOW
IN,생산,11048,11048,0,20,615,440790,367894,72896,16.54,"10","6",LOW
OUT,판매,879,1088,209,30,4950,43776,36605,7171,16.38,"11","7",LOW
IN,생산,1088,1088,209,30,4950,43776,36605,7171,16.38,"10","6",LOW
OUT,판매,1072,1231,159,30,4950,41184,32896,8288,20.12,"11","3",LOW
IN,생산,1231,1231,159,30,4950,41184,32896,8288,20.12,"10","6",LOW
OUT,판매,1024,1209,185,30,5650,43301,35882,7419,17.13,"11","4",LOW
IN,생산,1209,1209,185,30,5650,43301,35882,7419,17.13,"10","6",LOW
OUT,판매,889,1023,134,30,6350,42284,36873,5411,12.8,"11","2",LOW
IN,생산,1023,1023,134,30,6350,42284,36873,5411,12.8,"10","6",LOW
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"10","6",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"10","6",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"10","6",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"10","6",WARNING
IN,생산,56887,56887,0,20,35,229143,194551,34592,15.1,"10","6",WARNING
IN,구매,1000000,1000000,0,10,1,406612,365147,41465,10.2,"10","5",LOW
IN,생산,95200,95200,0,20,60,263480,248999,14481,5.5,"10","6",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","5",LOW
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","4",WARNING
IN,생산,107712,107712,0,20,60,230524,211757,18767,8.14,"10","6",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","4",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"10","4",LOW
IN,생산,105787,105787,0,20,70,226216,187441,38775,17.14,"11","7",WARNING
IN,생산,89512,89512,0,20,80,221564,175756,45808,20.67,"10","6",WARNING
IN,생산,12512,12512,0,20,455,20794,17520,3274,15.74,"11","7",WARNING
IN,생산,14156,14156,0,20,455,21710,17156,4554,20.98,"10","6",WARNING
IN,생산,13903,13903,0,20,525,17850,16105,1745,9.78,"11","7",WARNING
IN,생산,11764,11764,0,20,595,17167,15292,1875,10.92,"11","7",WARNING
IN,생산,11750,11750,0,20,475,450470,374442,76028,16.88,"11","7",LOW
IN,생산,13294,13294,0,20,475,442526,344750,97776,22.09,"11","7",LOW
IN,생산,13057,13057,0,20,545,430346,328042,102304,23.77,"11","7",LOW
IN,생산,11048,11048,0,20,615,440790,367894,72896,16.54,"11","7",LOW
OUT,판매,979,1088,109,30,4950,43776,36605,7171,16.38,"11","3",LOW
IN,생산,1088,1088,109,30,4950,43776,36605,7171,16.38,"11","7",LOW
OUT,판매,1049,1231,182,30,4950,41184,32896,8288,20.12,"11","2",LOW
IN,생산,1231,1231,182,30,4950,41184,32896,8288,20.12,"11","7",LOW
OUT,판매,1000,1209,209,30,5650,43301,35882,7419,17.13,"11","6",LOW
IN,생산,1209,1209,209,30,5650,43301,35882,7419,17.13,"11","7",LOW
OUT,판매,913,1023,110,30,6350,42284,36873,5411,12.8,"11","6",LOW
IN,생산,1023,1023,110,30,6350,42284,36873,5411,12.8,"11","7",LOW
IN,생산,56887,56887,0,20,35,229143,194551,34592,15.1,"11","7",WARNING
OUT,폐기,33777,56887,0,20,35,229143,194551,34592,15.1,"11","1",HIGH
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"10","5",WARNING
IN,생산,95200,95200,0,20,60,263480,248999,14481,5.5,"11","7",WARNING
IN,구매,500000,500000,0,10,6,673811,609813,63998,9.5,"10","6",LOW
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","6",LOW
IN,생산,107712,107712,0,20,60,230524,211757,18767,8.14,"11","7",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"10","6",LOW
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"10","6",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"10","5",LOW
IN,생산,105787,105787,0,20,70,226216,187441,38775,17.14,"11","7",WARNING
IN,구매,500000,500000,0,10,12,336958,269808,67150,19.93,"10","6",LOW
IN,생산,89512,89512,0,20,80,221564,175756,45808,20.67,"11","7",WARNING
IN,생산,12512,12512,0,20,455,20794,17520,3274,15.74,"11","1",WARNING
IN,생산,13913,14156,0,20,455,21710,17156,4554,20.98,"11","1",WARNING
IN,생산,13903,13903,0,20,525,17850,16105,1745,9.78,"11","1",WARNING
IN,생산,11764,11764,0,20,595,17167,15292,1875,10.92,"11","1",WARNING
IN,생산,11750,11750,0,20,475,450470,374442,76028,16.88,"11","1",LOW
IN,생산,13294,13294,0,20,475,442526,344750,97776,22.09,"11","1",LOW
IN,생산,13057,13057,0,20,545,430346,328042,102304,23.77,"11","1",LOW
IN,생산,11048,11048,0,20,615,440790,367894,72896,16.54,"11","1",LOW
OUT,판매,950,1088,138,30,4950,43776,36605,7171,16.38,"11","7",LOW
IN,생산,1088,1088,138,30,4950,43776,36605,7171,16.38,"11","1",LOW
OUT,판매,1072,1231,159,30,4950,41184,32896,8288,20.12,"11","5",LOW
IN,생산,1231,1231,159,30,4950,41184,32896,8288,20.12,"11","1",LOW
OUT,판매,1071,1209,138,30,5650,43301,35882,7419,17.13,"11","1",LOW
IN,생산,1209,1209,138,30,5650,43301,35882,7419,17.13,"11","1",LOW
OUT,판매,862,1023,161,30,6350,42284,36873,5411,12.8,"11","2",LOW
IN,생산,1023,1023,161,30,6350,42284,36873,5411,12.8,"11","1",LOW
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"11","1",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"11","1",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"11","1",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"11","1",WARNING
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"11","7",LOW
IN,구매,1500000,1500000,0,10,2,680410,517436,162974,23.95,"11","1",LOW
IN,생산,56887,56887,0,20,35,229143,194551,34592,15.1,"11","2",WARNING
OUT,폐기,56887,56887,0,20,35,229143,194551,34592,15.1,"11","1",HIGH
IN,생산,95200,95200,0,20,60,263480,248999,14481,5.5,"11","2",WARNING
OUT,폐기,39978,95200,0,20,60,263480,248999,14481,5.5,"11","1",HIGH
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"11","7",WARNING
IN,생산,107712,107712,0,20,60,230524,211757,18767,8.14,"11","2",WARNING
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"11","1",LOW
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"11","7",LOW
IN,생산,105787,105787,0,20,70,226216,187441,38775,17.14,"11","2",WARNING
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"11","7",LOW
IN,생산,89512,89512,0,20,80,221564,175756,45808,20.67,"11","2",WARNING
IN,생산,12512,12512,0,20,455,20794,17520,3274,15.74,"11","2",WARNING
IN,생산,13715,14156,0,20,455,21710,17156,4554,20.98,"11","3",WARNING
IN,생산,13903,13903,0,20,525,17850,16105,1745,9.78,"11","3",WARNING
IN,생산,11764,11764,0,20,595,17167,15292,1875,10.92,"11","2",WARNING
IN,생산,11750,11750,0,20,475,450470,374442,76028,16.88,"11","3",LOW
IN,생산,13132,13294,0,20,475,442526,344750,97776,22.09,"11","3",LOW
IN,생산,13057,13057,0,20,545,430346,328042,102304,23.77,"11","3",LOW
IN,생산,11048,11048,0,20,615,440790,367894,72896,16.54,"11","3",LOW
OUT,판매,918,1088,170,30,4950,43776,36605,7171,16.38,"11","3",LOW
IN,생산,1088,1088,170,30,4950,43776,36605,7171,16.38,"11","3",LOW
OUT,판매,1006,1231,225,30,4950,41184,32896,8288,20.12,"11","4",LOW
IN,생산,1231,1231,225,30,4950,41184,32896,8288,20.12,"11","3",LOW
OUT,판매,1065,1209,144,30,5650,43301,35882,7419,17.13,"11","1",LOW
IN,생산,1209,1209,144,30,5650,43301,35882,7419,17.13,"11","3",LOW
OUT,판매,839,1023,184,30,6350,42284,36873,5411,12.8,"11","1",LOW
IN,생산,1023,1023,184,30,6350,42284,36873,5411,12.8,"11","3",LOW
IN,구매,300000,300000,0,10,12,612022,474246,137776,22.51,"11","3",LOW
IN,구매,250000,250000,0,10,6,673811,609813,63998,9.5,"11","3",LOW
IN,구매,250000,250000,0,10,12,336958,269808,67150,19.93,"11","3",LOW
IN,구매,300000,300000,0,10,3,654609,548925,105684,16.14,"11","3",WARNING
IN,생산,56890,56890,0,20,35,229143,194551,34592,15.1,"11","3",WARNING
IN,생산,95200,95200,0,20,60,263480,248999,14481,5.5,"11","3",WARNING
OUT,폐기,95200,95200,0,20,60,263480,248999,14481,5.5,"11","1",HIGH
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"11","1",LOW
IN,생산,107715,107715,0,20,60,230524,211757,18767,8.14,"11","3",WARNING
OUT,폐기,77113,107715,0,20,60,230524,211757,18767,8.14,"11","1",HIGH
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"11","2",WARNING
IN,생산,105790,105790,0,20,70,226216,187441,38775,17.14,"11","3",WARNING
OUT,폐기,77421,105790,0,20,70,226216,187441,38775,17.14,"11","1",HIGH
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"11","2",LOW
IN,구매,1500000,1500000,0,10,3,928933,810397,118536,12.76,"11","1",LOW
IN,생산,89515,89515,0,20,80,221564,175756,45808,20.67,"11","4",WARNING
OUT,폐기,62521,89515,0,20,80,221564,175756,45808,20.67,"11","1",HIGH
IN,생산,12512,12512,0,20,455,20794,17520,3274,15.74,"11","4",WARNING
IN,생산,14159,14159,0,20,455,21710,17156,4554,20.98,"11","4",WARNING
IN,생산,13906,13906,0,20,525,17850,16105,1745,9.78,"11","4",WARNING
IN,생산,11767,11767,0,20,595,17167,15292,1875,10.92,"11","4",WARNING
IN,생산,11753,11753,0,20,475,450470,374442,76028,16.88,"11","4",LOW
IN,생산,13299,13299,0,20,475,442526,344750,97776,22.09,"11","4",LOW
IN,생산,13059,13059,0,20,545,430346,328042,102304,23.77,"11","4",LOW
IN,생산,10856,11051,0,20,615,440790,367894,72896,16.54,"11","4",LOW
OUT,판매,931,1088,157,30,4950,43776,36605,7171,16.38,"11","6",LOW
IN,생산,1088,1088,157,30,4950,43776,36605,7171,16.38,"11","4",LOW
OUT,판매,1100,1231,131,30,4950,41184,32896,8288,20.12,"11","2",LOW
IN,생산,1231,1231,131,30,4950,41184,32896,8288,20.12,"11","4",LOW
OUT,판매,1028,1209,181,30,5650,43301,35882,7419,17.13,"11","2",LOW
IN,생산,1209,1209,181,30,5650,43301,35882,7419,17.13,"11","4",LOW
OUT,판매,871,1023,152,30,6350,42284,36873,5411,12.8,"11","6",LOW
IN,생산,1023,1023,152,30,6350,42284,36873,5411,12.8,"11","4",LOW
IN,구매,500000,500000,0,10,5,236891,196411,40480,17.09,"11","4",LOW
IN,생산,41537,41537,0,20,35,229143,194551,34592,15.1,"11","4",WARNING
IN,생산,64575,64575,0,20,60,263480,248999,14481,5.5,"11","4",WARNING
OUT,폐기,64575,64575,0,20,60,263480,248999,14481,5.5,"11","1",HIGH
IN,구매,500000,500000,0,10,3,654609,548925,105684,16.14,"11","3",WARNING
IN,생산,80937,80937,0,20,60,230524,211757,18767,8.14,"11","4",WARNING
OUT,폐기,80937,80937,0,20,60,230524,211757,18767,8.14,"11","1",HIGH
IN,구매,500000,500000,0,10,12,612022,474246,137776,22.51,"11","3",LOW
IN,생산,81200,81200,0,20,70,226216,187441,38775,17.14,"11","4",WARNING
